source_id,corpus,source_folder,relative_path,category,size_bytes,sha256,characters,physical_lines,markdown_headings,replacement_characters,machine_read_status,semantic_review_status
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\10_Ch10_Global_Reconstruction_分析报告.md,chapter_or_full_report,5875,f74286806e6b9b583a78c810a162787457bc21dd94c9a57c457be020f6a48823,2508,52,7,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\11_Ch11_Destructions_分析报告.md,chapter_or_full_report,4905,ce25a016bc8f6338eabfb56f9496ba87bded9034cfbfc93f5634df8f98c891f2,1943,44,6,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\12_Ch12_The_New_Cotton_Imperialism_分析报告.md,chapter_or_full_report,6166,92bdccfcb6ef9bd0bde285d7a427e51d00b3ed6e8985d0ac9d01fb43a503f4db,2515,50,7,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\13_Ch13_The_Return_of_the_Global_South_分析报告.md,chapter_or_full_report,4694,67b91ce00fffb52031a5ace266118c9abcbc70d97b94f439330b43063ab4b4db,1738,44,6,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\14_Ch14_The_Weave_and_the_Weft_An_Epilogue_分析报告.md,chapter_or_full_report,4686,639d1d2cfe21d3b45172c0cc851f622da9c79876197d4d8c1853974b6e60896e,1774,40,5,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\99_专项报告与实体总索引.md,special_entity_index,17393,7c78bfa35b93bf9c169b7341c862294a98f1969ca211ce4a3a48e5f1a93cbc5c,9627,217,18,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\00_Introduction_chunk000.txt,other,15117,81205ec7458a4e536ed6607d103b73c1eb30883adae9ac09a1198bc8eb40f97d,15000,1,1,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\00_Introduction_chunk001.txt,other,15098,0f34c2e97866559d35e5e34c3716522369514059ce8c3a084ef20e16680b9b77,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\00_Introduction_chunk002.txt,other,2612,59fd7ab7b44700a5a8e6ec3a7f3d5d75189f3c6d7839c05631a7918f65c43a39,2596,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\01_The_Rise_of_a_Global_Commodity_chunk000.txt,other,15106,71396a212a65dcac3f1aa98b6460149990503f2d203e8369732f498accfa2c13,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\01_The_Rise_of_a_Global_Commodity_chunk001.txt,other,15121,bcb65a512973e8d903f58aa60297f9b0f76277b40474d77ec6d124525ff4ea66,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\01_The_Rise_of_a_Global_Commodity_chunk002.txt,other,15072,232770cb0c2750fd37431e0afdb0b415b0619a391fb1c539f9baa41ea44cac2d,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\01_The_Rise_of_a_Global_Commodity_chunk003.txt,other,11421,b997d5a16354bc30c623e260faa5b9a68a024633d937236cc576def1044d2bf4,11362,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\02_Building_War_Capitalism_chunk000.txt,other,15105,008a57ad948bba117ab96507eda0ac884bf9849e968601bcfc5dcca730204bb8,15000,1,1,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\02_Building_War_Capitalism_chunk001.txt,other,15092,70b7e2c608f238afd5cb6da4310a98d2d4f0c523d8ddc4c1881fe5ce3e26a3a1,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\02_Building_War_Capitalism_chunk002.txt,other,15106,e45e9db042009bf261be6255bd17668c53d4aaefbd11bec40fbe738b6c0fb45a,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\02_Building_War_Capitalism_chunk003.txt,other,15149,cc55b202b196fa390230d4bd9dd29162af65d5145784335a31fe6ad75233d465,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\02_Building_War_Capitalism_chunk004.txt,other,5274,fb4283d680368087a4f444e7031f30e3f339b79c231f1523d077e879102e449e,5250,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\03_The_Wages_of_War_Capitalism_chunk000.txt,other,15101,fc722d70f77cb0741372716b30aa36ed2b68077a34f749fe8cef2f2a19182e75,15000,1,1,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\03_The_Wages_of_War_Capitalism_chunk001.txt,other,15058,0185ddb87c91d1ee800db8aee6b3e3bf57c1a6b407d0263485ff03921394bbf3,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\03_The_Wages_of_War_Capitalism_chunk002.txt,other,15144,59721d9ebbb947c9aee2ee46a00aed95f4882608a781a1ecf5609e84f5ecbcde,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\03_The_Wages_of_War_Capitalism_chunk003.txt,other,15113,229277d47ae5202aa63ace3d22ad9cbc300d688ad7d3ad8f8afa9b7f89faa83d,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\03_The_Wages_of_War_Capitalism_chunk004.txt,other,84,e7dd80501c8d3d8ca29935c3341e82d7d97cb2a5a39b8dc16cdc4807f6931e83,84,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\04_Capturing_Labor_Conquering_Land_chunk000.txt,other,15117,f6d70c9f1ef3fa67219b9f5ac7b4bf8ed5404eacf24b99b1c4b0ee92a855bc75,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\04_Capturing_Labor_Conquering_Land_chunk001.txt,other,15085,ef56e6d166891c0004581efcdee4567cb76afc31022d4cbffd0a17ea94a86e0f,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\04_Capturing_Labor_Conquering_Land_chunk002.txt,other,4264,1b550f79e047a2aa71aced42a5c8c96e9bb008deedf5061859e8a160f524ae4a,4218,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\05_Slavery_Takes_Command_chunk000.txt,other,15084,d067fec9364a5d9fe9b62e31b3ebf5d1e2c20361a4810324d601852e95ffb509,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\05_Slavery_Takes_Command_chunk001.txt,other,15103,a4b80fdb392e3d8f0edf994bcafb3d81cafb3b637beb6a89331f6f70a2a3189e,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\05_Slavery_Takes_Command_chunk002.txt,other,15110,f9c024b6cc6512e14c648574a7908672b349b5227de6a2f47c7ba89364e4e808,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\05_Slavery_Takes_Command_chunk003.txt,other,15208,7c69db3318b9cb5d8204d137e300733f92e47bc744bf6c72a4f8db96aa660278,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\05_Slavery_Takes_Command_chunk004.txt,other,15172,98f635fffef39124b0145a4cf4442f708e8ba6671a4d2d63ee864b2f9d5134b6,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\05_Slavery_Takes_Command_chunk005.txt,other,9910,5a05c2caa42fcf9012bba5268be073bda08412eff7fbe059039c6266ace804be,9846,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\06_Industrial_Capitalism_Takes_Wing_chunk000.txt,other,15063,3a7250f379bbd7ee4a60dddbb3321197611ad29c418fc27fac044f51353db842,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\06_Industrial_Capitalism_Takes_Wing_chunk001.txt,other,15074,1cce5991f307f74e692244ccee05022b6e3dc17922e01afacdc8cf2b1ff7f405,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\06_Industrial_Capitalism_Takes_Wing_chunk002.txt,other,15095,8e9bb26d0bc2b31bd8f7c168c6e076e5476e76f960fe9ea8155a2b48e69804c3,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\06_Industrial_Capitalism_Takes_Wing_chunk003.txt,other,15105,ecd30fa5c13b2026b50f03eeab73c82e454d181a8447d95811803189bb02dc03,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\06_Industrial_Capitalism_Takes_Wing_chunk004.txt,other,15085,750670778fd9ec45020f9ed24feaaa8783cdcf833f6d4b62c4eaa099b777f6a0,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\06_Industrial_Capitalism_Takes_Wing_chunk005.txt,other,14892,427b75a3a3c56657b9175ed54a5b44b541de6e47d2df8e7c2795b3f5398b34da,14805,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\07_Mobilizing_Industrial_Labor_chunk000.txt,other,15110,15732aba2bf0f559015d342db073f6ce389fcc4eeccfded1e0e28b9d1f34d7e3,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\07_Mobilizing_Industrial_Labor_chunk001.txt,other,15068,f7b326b884ab14067e7bf79fb6607d541792ed639f7d25a4b79fe7c564198992,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\07_Mobilizing_Industrial_Labor_chunk002.txt,other,15160,8b2571b937a9a74e78db19bc5fae4405dcadb98d352a1fef2cd9a8ec06e0c4eb,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\07_Mobilizing_Industrial_Labor_chunk003.txt,other,10531,18ee1762d157349a58c1a1f84379f11eeeb01828d5c02e6ab21a56c7e3023ebf,10417,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\08_Making_Cotton_Global_chunk000.txt,other,15107,a58dfc53a2013e8f62bc778d4c06b2651a9900a50bad7d17742f01bebaf49fa0,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\08_Making_Cotton_Global_chunk001.txt,other,15163,6192cef24d7160f4383d4cf1c29dfe1cb2cabb1b9dab402dfe6913564a835e21,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\08_Making_Cotton_Global_chunk002.txt,other,15122,5cbb37209150465ad18be8e73bd78493601bd7e8b4e6b22b21c1d2a7e5d8ff24,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\08_Making_Cotton_Global_chunk003.txt,other,15124,0ad9eafba43bf5540695c9c12234484dbf443723622dd118e7b56a3e9488e6ea,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\08_Making_Cotton_Global_chunk004.txt,other,15065,2132890bcce6d9a32ef3756020eb61f2a1d34e004c30a3425bc3e051a5541c6b,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\08_Making_Cotton_Global_chunk005.txt,other,15122,8deff67ba34765706b5cb172d674c059a0d5800d23025adceba7643fb69ef41c,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\08_Making_Cotton_Global_chunk006.txt,other,15003,5748b93ebdccdcefd99cd708c76131e73a275def933e9e6197c71f55c02c9526,14891,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\09_A_War_Reverberates_Around_the_World_chunk000.txt,other,15221,93f6435874eb1a8c3c86853fa1a8591d686320572ae9150825e0b18bc59d447b,15000,1,1,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\09_A_War_Reverberates_Around_the_World_chunk001.txt,other,15191,0707a0cce1e52bc724a5236d245205d58da55d259e29b2c1c417af788a8a5b7e,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\09_A_War_Reverberates_Around_the_World_chunk002.txt,other,15163,5fd80b490c3dab57f9690af06aba5033911caa6dd1dc202ddd182f1603632e50,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\09_A_War_Reverberates_Around_the_World_chunk003.txt,other,15222,fdd746942dec8b0c3e3851f3d94a7c98698b82828c7b4961c219e8ef772190c1,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\09_A_War_Reverberates_Around_the_World_chunk004.txt,other,14312,3fe2757ebebd2d098d5779e096f9fa55218a2f00bb13b3f1ed69e61ca203e693,14126,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\10_Global_Reconstruction_chunk000.txt,other,15190,8be67bf044e9ee5cb4fc796f3120c6ef73b57d4f5234f9a8baae2f4e4f828856,15000,1,1,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\10_Global_Reconstruction_chunk001.txt,other,15152,bb02bbba1f1e902aeec32b20b0334d622b3e41bbbbb5111d4ee4b0c292010200,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\10_Global_Reconstruction_chunk002.txt,other,15096,69ce2b99cfabf679513006ad256d30470b1ab4e1618df4f47f36bf696c98386e,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\10_Global_Reconstruction_chunk003.txt,other,15136,1ea8e3ac0ca36ffaf9049bb4f9d95584284d6a7c8b0a8cc3f9f172a476d4c2c2,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\10_Global_Reconstruction_chunk004.txt,other,15125,4aa0e72a2dd8792948191b8f4b775ffa5a44c5e0ca56c5693aacef2117373cfc,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\10_Global_Reconstruction_chunk005.txt,other,12313,60f929179a160d5642aac4335161517418ff955247ac95aa45eb2c8331bba55e,12218,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\11_Destructions_chunk000.txt,other,15100,73135d0337edd6342a482b39a9f752ca868b4376a422b7c3e1917538030f4c6a,15000,1,1,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\11_Destructions_chunk001.txt,other,15133,6fb478ab3796bdac229894486250729f03456df48f393fdcf82779bcf44ea1d7,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\11_Destructions_chunk002.txt,other,15172,7ba2f7f17f96f2c0e757fb4e5d2895cee8e4d469126467999660e2750b789fa4,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\11_Destructions_chunk003.txt,other,12023,0b2086ec4c9a6114f9b7dbd68e64d378733c22ee182718e617437aaeb16fe9b2,11907,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\12_The_New_Cotton_Imperialism_chunk000.txt,other,15094,01f75253a9239b14669b4489893a3fb35a7582aa2e80b00e5d8e322e29b48806,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\12_The_New_Cotton_Imperialism_chunk001.txt,other,15134,bf48bf7ce70fd2fa7fd999b32ee20a51c47587f5c5b3ae038c7ec4d080e0d24e,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\12_The_New_Cotton_Imperialism_chunk002.txt,other,15138,b98f4407296b8a3b948fbf3b51eccf9ab5e5192246a20b6d277815b40b92536a,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\12_The_New_Cotton_Imperialism_chunk003.txt,other,15092,17be08572e5aca1b6586e7f46b09bf27938154e3192101efc666bcda6b329eb0,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\12_The_New_Cotton_Imperialism_chunk004.txt,other,15098,f41c5c31530c68add3fe5cd3a0e40751dc232c4e4d893af664b230d4494f4b51,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\12_The_New_Cotton_Imperialism_chunk005.txt,other,15113,815faf4caaa955c84e3076c411da867d3b785bdec8a76f75e26c3fd447f0e429,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\12_The_New_Cotton_Imperialism_chunk006.txt,other,604,bb8db2d7435c1a983ef09d22bbb88de1ed06c433da5b26b6ac55cfaaf05333c3,604,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\13_The_Return_of_the_Global_South_chunk000.txt,other,15126,7ba9bc189d6deb75cc8507708368728d9e8f309de5cd1975d78a84c7e2aeeb43,15000,1,1,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\13_The_Return_of_the_Global_South_chunk001.txt,other,15075,2671c776866b06f3cbef58c64008a41ab814502c1c9177a47b6783fb9b0dfb95,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\13_The_Return_of_the_Global_South_chunk002.txt,other,15126,81ae86a57d072395f9d3e654430c9e3beaa39b54246605b7c679c264fcc8ea29,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\13_The_Return_of_the_Global_South_chunk003.txt,other,15114,014f65ebdc23816ae7e699fb97f3b47e4b07802053e5a17aa476a4f47d09e3bf,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\13_The_Return_of_the_Global_South_chunk004.txt,other,15090,04e489f0ce7f56d261e4261c4e89e6b7e190ce677dfe03d321d654969e7c8c2c,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\13_The_Return_of_the_Global_South_chunk005.txt,other,15133,473d7444b2ae79f387b6f98bc7bc3394548626d45ca7ca1b45fe159372a9c9cb,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\13_The_Return_of_the_Global_South_chunk006.txt,other,15128,5174e6f89c513476f74da3a4926886665bb35c7798a1d56b7f64642432135483,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\13_The_Return_of_the_Global_South_chunk007.txt,other,1223,a0654f2feb556cdbedfb6375639ff0021cfdece613c2732c850b32834663b2ce,1215,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\14_The_Weave_and_the_Weft_An_Epilogue_chunk000.txt,other,15099,446550dfb7a8b3f1dc3bbce2d5b91177d61d5e596fcc2c52d36443ebc6faea8b,15000,1,1,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\14_The_Weave_and_the_Weft_An_Epilogue_chunk001.txt,other,15147,64b9c3c162d7d2ac452d2c4a6d8fd20fe6c97bd5ef6c0f2bdc7c258142cba345,15000,1,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",分析报告\_chunks\14_The_Weave_and_the_Weft_An_Epilogue_chunk002.txt,other,5787,b3ab7471658f44656512f913455eeb8a77268026551b447762217087f2068db2,5745,2,0,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",知识涌现分析\00_方法与规则.md,emergence_method_or_overview,11693,4499b6614f7a0f5a3d443be8482f2925c1136cab9aec7f95a9d97364099492f1,5391,185,9,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",知识涌现分析\01_知识元语意分析.md,emergence_semantic_units,22095,a7be3248e996af1de8ec3517d37d6533784e6b6aa8ffac073788b90b52ff3258,9363,227,12,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",知识涌现分析\02_语义链接网络.md,emergence_link_network,22385,8d8ce2293e874b98a7334e5f27104b089a4f10c86dd0d7b11e2c5a2f24006bf7,9351,249,14,0,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",知识涌现分析\03_知识涌现计算.md,emergence_computation,29563,3e899e164f9237bd35d4eb2512b2a7bad340642575191675395c036bf80388f5,11807,288,22,8,complete,pending
B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",知识涌现分析\04_知识发现报告.md,emergence_discovery,22707,9df5fd4624f93110a1f244e481e276164e029ac23d575708f9ee1cc98043d509,8889,207,17,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告.md,legacy_root_report,33370,2e35e7f1bf223521507c9dafe16664ef97c00330cad59df2d001ab656fdefc84,15615,246,25,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\00_整体分析报告.md,overall_report,7814,ccf9eee71e063b42d07caca88c6fab7714e4b880e84c584b85ba079798fd4b3e,3619,90,11,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\01_Ch1_Introduction_High_Expectations.md,chapter_or_full_report,11708,c1302db4fb7d2b181f531b3b23e81119a02a34e6a54a9adfe2f8b74240bd56af,6630,213,34,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\02_Ch2_Rationalism_Empiricism.md,chapter_or_full_report,8279,328e49e4063a9c2d23d21d3dd34925631fd98f7083af86c97a2be5f425cf956b,4476,157,24,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\03_Ch3_People_Computers_Category.md,chapter_or_full_report,8656,9fc7515f62359aefe0fcc5447249e359bac3162b5c1251c582290bd7ac3bccee,4786,153,23,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\04_Ch4_Unemployment.md,chapter_or_full_report,7553,a3a93ebe4ea037c9418c4950b6b95798f21f52e049c7c925ae2a8fd441cf7302,4070,150,24,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\05_Ch5_Summary_Skeptics_Part1.md,chapter_or_full_report,5681,bca0db953ae52648937ff02ddf00f9feae8feabf31ba66291a53c44f0f00688c,3218,122,21,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\06_Ch6_Rising_Above_Levels_of_Automation.md,chapter_or_full_report,8417,320a7a44ff18be7ccd44eac44c98f1fe0432df6a8f983cd101abb43718051a0c,4982,158,23,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\07_Ch7_Reliable_Safe_Trustworthy.md,chapter_or_full_report,7137,e9b6c919e3196c970747105f557c461c9b9cecca66a449ba8257f6c65ba312f7,4109,130,23,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\08_Ch8_Two_Dimensional_HCAI_Framework.md,chapter_or_full_report,9998,cc891a072574952e8f4adc0962b611e7b4c6c594a8d76a25836cb5984f4f5188,5358,170,26,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\09_Ch9_Design_Guidelines_Examples.md,chapter_or_full_report,8634,93d521d013aeb2bdfcda29e8b0ad4971b1e0719e6309367acc9232143f9918ce,5253,163,25,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\10_Ch10_Summary_Skeptics_Part2.md,chapter_or_full_report,5336,178c79a608e96a120a895c8835e5db1b027126b749360967e440ccb0385ba1b5,3057,116,20,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\11_Ch11_Goals_of_AI_Research.md,chapter_or_full_report,7450,fb36a29f3bb71d825119ee46591b92219bfcc6eab037dd52286aad465ac2f4fc,4446,142,22,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\12_Ch12_Science_Innovation_Goals.md,chapter_or_full_report,7799,7086d593c688d3d1c9843e1bcff8b39005d5c4e8472c0bad80c42b88d6141035,4743,141,23,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\13_Ch13_Intelligent_Agents_Supertools.md,chapter_or_full_report,7683,b7588abbe370d19a8e7d250bda351db1ad6e5667125f09cd17d3a0160868bce4,4896,143,23,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\14_Ch14_Teammates_Tele-bots.md,chapter_or_full_report,8346,b0239c11fe4910fed9e96dc8c10b30ddd7627aecae4ff2eb27e1f27d79880d2f,4878,145,23,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\15_Ch15_Assured_Autonomy_Control_Centers.md,chapter_or_full_report,8578,d667deb67f2867a1e50b14167b79426ca2c1e5ee662263eee4b4ca1d3f569f3d,5145,152,23,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\16_Ch16_Social_Robots_Active_Appliances.md,chapter_or_full_report,10480,6e525275539a55cb80ed0654380d87e08aad0dae6e3bc75d08ad4e4f16ea2542,6297,180,25,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\17_Ch17_Summary_Skeptics_Part3.md,chapter_or_full_report,5691,ec8b9bdc0e367cfecfa90e2de39ebc01e7948c686e6254c73552e792e0ea2c3b,3191,117,22,0,complete,pending
B0041,book,Ben Shneiderman：《Human-Centered AI》,分析报告\18_Ch18_Bridging_Ethics_to_Practice.md,chapter_or_full_report,7172,4ebbca8974cc6700dc0d41d63b14da7b6f6dbe4a43144a84263f0a16e4e83324,4323,141,23,0,complete,pending
